Name,imageUrl,Location,linkedin,Description,Investment_Sector,investments,companyWebsite
Nitin Singhal,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/nitin_singhal.jpg,"London, UK",https://www.linkedin.com/in/nitsin,"Nitin Singhal is a seasoned senior executive boasting a wealth of international investing experience across various sectors including Hospitality, Retail, Financial, Business Process Outsourcing, and Technology. He has co-founded and chaired multiple businesses and made numerous investments, demonstrating proficiency in managing businesses, especially in turn-around situations, growth, and investing opportunities. Singhal's skill set is diverse, with strengths in entrepreneurship, investments, private equity, investment banking, family office, debt financing, technology, hospitality, restaurants, apparel, and growth. He has a proven track record of driving business turnarounds and growth. Among his notable achievements, Singhal co-founded Zink London, a popular womenswear brand with a presence in over 400 locations and GMV sales of $.",,,http://www.frescoglobal.com
Michelle Velan,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/michelle_velan.jpg,"London, UK",https://www.linkedin.com/in/michelle-velan,"Michelle Velan, the Founder and CEO of Wondersource, is at the forefront of redefining corporate health and success. Her mission is to create a reality where the synergy of well-being and performance becomes the new standard. Velan's journey from a former head of sales to an entrepreneur has been driven by her desire to unlock people's inner genius, empowering them to reach their full potential in thriving environments. Velan holds a Master's in Global Management from the London School of Economics and a coaching certification from Harvard. Her diverse career spans leadership, marketing, business development, mentorship, and angel investing, equipping her with a unique set of skills and experiences. These, along with her lifelong passion for understanding stress and mental health, have.",,,https://www.wondersource.com/
Florin Bora,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/florin_bora.jpg,,https://uk.linkedin.com/in/florinbora,,,,
Camila Rivas,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/camila_rivas.jpg,"London, UK",https://www.linkedin.com/in/camilarn,"Camila Rivas is an accomplished investor and early-stage operator, who excels in dynamic and fast-paced settings. Known for her hands-on approach, Rivas is a proactive individual, demonstrating exceptional organizational skills, strategic planning abilities, and a knack for multitasking.",,,â
Henry de Zoete,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/henry_de_zoete.jpg,"London, UK",https://www.linkedin.com/in/henry-de-zoete-aa01835,"Henry de Zoete holds a prominent role as an adviser to the Prime Minister on Artificial Intelligence. He is also an accomplished entrepreneur, having successfully exited a startup, and an angel investor. De Zoete's portfolio includes a Non-Executive Directorship (NED) role at the Cabinet Office, Oak National Academy, and Hornby PLC. He also has experience with Look After My Bills, a company that was part of the Y Combinator's winter 2018 batch.",,,http://www.number10.gov.uk
Malcolm Chapman,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/malcolm_chapman.jpg,"Cheltenham, UK",https://www.linkedin.com/in/malcolm-chapman-7045049,"Malcolm Chapman, a seasoned angel investor and entrepreneur, has built a successful career through identifying and nurturing promising businesses from their inception, driving them towards strategic growth and profitability. With a strong background in operational improvements, Chapman's professional engineering skills led him to establish and later sell the largest UK Consultancy of its time, a firm dedicated to enhancing efficiency and effectiveness within organisations. Currently, Chapman holds the position of Chairman and lead investor in two start-up ventures, utilising his extensive experience leading boards across a variety of industries including Med-Tech, Clean-Tech, and Digital eCommerce. His commitment to fostering early-stage companies has also seen him mentoring entrepreneurs at a Growth Hub and participating in several UK-based angel investor networks. Over a decade of experience in.",,,http://www.tugdock.com
Calice M.,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/calice_m.jpg,"London, UK",https://www.linkedin.com/in/calice-manoharan,"Calice M. holds a multifaceted role encompassing various areas such as travel expertise, media, marketing, and business development. She is the Executive Founder of Afidi Charity, a Youth Learning Centre, and is also an investor in African startups.",,,https://careers.trip.com
Chris Smith,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/chris_smith.jpg,"London, UK",https://www.linkedin.com/in/cdgsmith,"Chris Smith serves as the Managing Partner at Playfair. His responsibilities extend to being a Kauffman Fellow (Class 25), a contributor to Forbes, and a co-founder of the Diversity & Inclusion initiative, Female Founder Office Hours (FFOH), established in 2019. Smith's investment focus is on pre-seed opportunities in the UK and Europe, with a special interest in robotics, autonomous transportation, business and industrial automation, HealthTech, and B2B SaaS. He has a penchant for discovering companies operating in overlooked sectors that are primed for disruption. Before joining Playfair, Smith held senior positions at plan.com, including Sales Director, Head of Tech,BI, and Head of Product Development. As the 8th member.",,,http://www.playfair.vc
Jeremie Vaislic,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/jeremie_vaislic.jpg,", UK",https://www.linkedin.com/in/jvaislic,,,,â
Amber Ghaddar,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/amber_ghaddar.jpg,"London, UK",https://www.linkedin.com/in/amberghaddar/,,,,
Katharine Kirkbride,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/katharine_kirkbride.jpg,"London, UK",https://www.linkedin.com/in/katharinekirkbride,"Katharine Kirkbride is an Angel investor who is keen on supporting early-stage start-ups, especially those dedicated to addressing the climate crisis. She brings a diverse background to her role, with experience in product and operations, medical physics, and intellectual property law. Her focus is on investing in start-ups with strong teams and innovative solutions.",,,â
James Robinson,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/james_robinson.jpg,"London, UK",https://www.linkedin.com/in/jamesrobinson00,,,,https://venturestogether.notion.site/e9048f1870314074a2201b3654f98b2d?v=801bb9a0ddf54e03ba53b82737953308
Robert Dighero,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Frobert-dighero.jpeg?alt=media&token=2b998e45-7662-47ff-8b37-a0d89d3668b9,"London, UK",https://www.linkedin.com/in/robertdighero,,"Finance, Insurance, Legal, Regulation, Property and Construction, B2B, Human Resources, Marketing, Software,","Sapi,",
Prita Dres,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/prita_dres.jpg,"London, UK",https://www.linkedin.com/in/prita-dres,,,,http://www.bridgepoint.eu
Sebastiaan Debrouwere,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/sebastiaan_debrouwere.jpg,"London, UK",https://www.linkedin.com/in/sdebrouwere,Angel investor.,,,https://www.genie.io
Phil Hodari,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fphil-hodari.jpg?alt=media&token=abb3ad9d-ee76-4e77-ac6d-d47678359000,", UK",,,"Tech, Media, Entertainment, AI, Biotech, Life Sciences, Healthcare, Manufacturing and Industrial, Logistics, Transportation, Supply Chain, Marketing,","Audoo, Biorelate, Blueberry Therapeutics, Clerkenwell Health, Magical Mushroom Company, RealityMine,",
Tagaris Cheikh Ali,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/tagaris_cheikh_ali.jpg,"Romania, Romania",https://www.linkedin.com/in/tagarischeikhali,,,,https://www.virtualinternships.com/?utm_campaign=b2b_organic_linkedinprofile&utm_source=linkedin&utm_medium=social&utm_content=homepage%20of%20vi%20website
Gary Kyle,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/gary_kyle.jpg,"Fordingbridge, UK",https://www.linkedin.com/in/gary-kyle-8a99a498,"Gary Kyle serves as a Non-Executive Director and Executive Coach, with a keen interest in angel investing. His professional expertise spans across a broad spectrum of areas including IT Strategy, Outsourcing, Service Delivery, Program Management, and IT Service Management. Kyle's skills also extend to Project Management, Integration, Cloud Computing, and Business Transformation. He has demonstrated leadership abilities and proficiency in Solution Architecture, Business Process Improvement, and Enterprise Architecture. Additionally, Kyle is well-versed in Business Analysis, Business Intelligence, Software Project Management, and Operational Excellence. His track record includes effective Change Management and Strategy implementation in IT Outsourcing. As an Angel Investor, he offers financial backing, while his role as an Executive Coach involves guiding business executives.",,,â
Maria Laura Scuri,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/maria_laura_scuri.jpg,"London, UK",https://www.linkedin.com/in/maria-laura-scuri-43270689,"Maria Laura Scuri holds the position of Vice President of Labs and Community Integrity at the ESL FACEIT Group. In addition to her corporate role, she is also an active angel investor. Scuri is also a member of CHIEF, a private network focused on connecting and supporting women leaders.",,,https://eslfaceitgroup.com
Barbora Winczerova,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/barbora_winczerova.jpg,"London, UK",https://www.linkedin.com/in/barborawinczerova,"Barbora Winczerova serves in a dual capacity as an Investor and a Board Observer. In her role, she actively invests in potential ventures while also observing and participating in board proceedings.",,,https://www.storyblok.com
David Wickham,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/david_wickham.jpg,"London, UK",https://www.linkedin.com/in/davidwickham,"David Wickham, a distinguished investment director and business developer, boasts an impressive education from Oxford, Cambridge, and Harvard. With over two decades of experience in the investment industry, Wickham has managed both private and public portfolios, raising over US$50 billion in assets cumulatively throughout his career. His expertise spans across private and public markets, including developed, emerging, and frontier markets. Wickham's investment strategies are diverse, ranging from active fundamental and quant investing using AI to liquid alternatives, smart beta, enhanced indexation, sustainable indexation, and ETFs and indexation. He is known for launching one of the worldâ€™s first long-only AI-powered dynamic factor timing funds in partnership with Mitsubishi UFJ Trust & Banking Corporation and Mitsubishi UF.",,,â
Andy Young,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/andy_young.jpg,"London, UK",https://www.linkedin.com/in/andrewyoung,,,,â
