Name,Image URL,sector,Location,linkedin,Twitter,stage,companyWebsite,contact
Lightspeed Venture Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/lsvpcom.png,Generalist,"Menlo Park, US",https://www.linkedin.com/company/lightspeed-venture-partners,@lightspeedvp?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,"Seed, Growth",https://lsvp.com/,
Lingotto,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/exorcompagescompanies-investmentslingotto.png,,"Amsterdam, Netherlands",https://www.linkedin.com/company/exor_2,@undefined,,https://www.exor.com/pages/companies-investments/lingotto,seeds@exor.com
Lionheart Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/lionheartvc.png,"AI, Mental Health","San Francisco, US",https://www.linkedin.com/company/lionheartvc/,,"Seed, Growth",https://lionheart.vc/,
LMarks,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/lmarkscom.png,Generalist,"London, Manchester, UK",https://www.linkedin.com/company/l-marks/,@lmarks,"Pre-Seed, Seed, Series A",https://lmarks.com/,hello@lmarks.com
LocalGlobe,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/localglobevc.png,"Software, E-Commerce, FinTech, AI","London, UK",https://www.linkedin.com/company/localglobe,@localglobevc/lists/investments/members,Seed,https://localglobe.vc/,
Long Run Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/longruncapitalcom.png,"Climate, Impact","Stockolm, Sweden",https://www.linkedin.com/company/longrun-capital/,,"Pre-seed, Seed",https://www.longruncapital.com/,
Longwall Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/longwallventurescom.png,"Health Care, Science","Oxford, UK",,https://twitter.com/longwallventure,"Pre-Seed, Seed",http://www.longwallventures.com/,contact@longwallventures.com
Longwood Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/longwoodfundcom.png,"Healthtech, Biotech","Boston, US",https://www.linkedin.com/company/longwoodfund,@LongwoodFund,"Seed, Growth",https://www.longwoodfund.com/,
Love Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/loveventurescouk.png,"FinTech, Future of Work, ConsumerTech, B2C","London, UK",https://www.linkedin.com/company/love-ventures/,@LoveVenturesVC,"Seed, Growth",https://loveventures.co.uk/,https://loveventures.co.uk/pitch/
Luminous Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/luminousvc.png,DeepTech,"London, UK",,https://twitter.com/luminousvc,"Seed, Growth",https://luminous.vc/,weare@luminous.vc
Lvp,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/londonvpcom.png,Gaming,"London, UK",https://www.linkedin.com/company/london-venture-partners/,@londonvp?lang=en,Seed,http://www.londonvp.com/,deck@londonvp.com
M&G Investments,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/imdbcomtitlett0022100.png,Generalist,"London, UK",https://www.linkedin.com/company/m&g/,@MandGInsights,Growth,https://www.mandg.com/investments/gb,
M31 Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/m31capital.png,"Blockchain, Crypto","NYC, US",https://www.linkedin.com/company/m31-capital-partners/,@M31Capital,"Pre-seed, Seed, Growth",https://www.m31.capital/,https://www.m31.capital/contact-1
M Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/m-venturescom.png,"Biotech, Healthtech, Life Sciences","Amsterdam, Netherlands",https://www.linkedin.com/company/merck-ventures/,,"Seed, Growth",https://www.m-ventures.com/,https://www.m-ventures.com/contact
Manta Ray Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/mantarayvc.png,Generalist,"London, UK",,,Seed,https://mantaray.vc/,contact@mantaray.vc
Marathon Venture Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/marathonvc.png,Generalist,"Athens, Greece",https://www.linkedin.com/company/marathon-venture-capital,@marathon_vc,"Pre-seed, Seed",https://marathon.vc/,
Martlet Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/martletcapcom.png,"DeepTech, Health Care, B2B","Birmingham, UK",https://www.linkedin.com/company/martlet,@martletcapital,"Pre-Seed, Seed",https://martletcap.com/,contactus@martletcap.com
MassMutual Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/massmutualventurescomteam.png,"SaaS, cybersecurity, fintech, healthtech, climate","London, UK",https://www.linkedin.com/company/massmutualventures/,,"Seed, Growth",https://massmutualventures.com/team/,
Maven,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/mavencpcom.png,Generalist,"London, UK",https://www.linkedin.com/company/maven-cp,@Maven_CP,"Seed, Growth",https://www.mavencp.com/,https://www.mavencp.com/contact
Maven North East Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/fundsmavencpcomnedcf.png,"Generalist, North East England","Newcastle, UK",https://www.linkedin.com/company/maven-cp,@Maven_CP,"Pre-Seed, Seed, Series A",https://funds.mavencp.com/nedcf,northeast-enquiries@mavencp.com
MD One Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/md-onecom.png,"Cyber, AI, Robotics, Space, Life Sciences","London, UK",https://www.linkedin.com/company/md-one-ventures/,,"Pre-seed, Seed",https://www.md-one.com/,https://www.md-one.com/contact
Mediahuis Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/mediahuiscomenactivitiesmediahuis-ventures.png,"Edtech, HRtech","Amsterdam, Netherlands",,,"Pre-seed, Seed, Growth",https://www.mediahuis.com/en/activities/mediahuis-ventures/,
Medicxi Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/medicxiventurescom.png,Biotech,"London, UK",https://www.linkedin.com/company/medicxi-ventures,@Medicxi,"Seed, Series A, Growth",https://www.medicxiventures.com,info@medicxi.com
MEIF Proof of Concept & Early Stage Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/merciacoukfundmeif-mercia-proof-of-concept.png,Generalist,"Manchester, UK",https://www.linkedin.com/company/mercia-asset-management/,@Mercia_PLC,"Pre-seed, Seed",https://www.mercia.co.uk/fund/meif-mercia-proof-of-concept/,
Meltwind,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/meltwindcouk.png,"Healthcare, Biotech","Cambridge, UK",https://www.linkedin.com/company/meltwind-advisory-llp,@meltwindinvest,"Pre-seed, Seed",https://www.meltwind.co.uk/,contact@meltwind.co.uk
Menlo Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/menlovccom.png,Generalist,"Menlo Park, US",https://www.linkedin.com/company/menlo-ventures/,@MenloVentures,"Pre-seed, Seed, Growth",https://menlovc.com/,
Mercia,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/merciacouk.png,Generalist,"Manchester, UK",https://www.linkedin.com/company/mercia-asset-management,@Mercia_PLC,"Seed, Growth",https://www.mercia.co.uk/,
Mercuri,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/mercurivc.png,,"London, UK",https://www.linkedin.com/company/mercuri-vc/,,,https://www.mercuri.vc/,
Merus Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/meruscapcom.png,,"Menlo Park, US",https://www.linkedin.com/company/merus-capital/,https://twitter.com/MerusCapital,,https://www.meruscap.com/,info@meruscap.com
Middleton Enterprises,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/middletonenterprisescom.png,"B2B, SaaS","Newcastle upon Tyne, UK",https://www.linkedin.com/company/middleton-enterprises/,,"Seed, Series A",https://middletonenterprises.com/,
Midven,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/midvencouk.png,Generalist,"Birmingham, UK",https://www.linkedin.com/company/midven,@Midven,Seed,https://midven.co.uk/,enquiries@midven.co.uk
Miroma Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/miromaventurescom.png,"Media, Consumer, B2C","London, UK",https://www.linkedin.com/company/miromaventures/about/,@miroma_ventures?lang=en,Seed,https://miromaventures.com/,info@miromaventures.com
MMC Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/mmcventurescom.png,Generalist,"London, UK",https://www.linkedin.com/company/mmc-ventures,@MMC_Ventures,"Seed, Series A, Growth",https://mmc.vc/,
Moguntia Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/uklinkedincominmark-brannigan-63756318.png,Supply Chain,"London, UK",https://www.linkedin.com/legal/user-agreement?trk=seo-authwall-base_join-form-user-agreement,,"Pre-seed, Seed, Growth",https://moguntiacapital.com/,info@moguntiacapital.com
Molten Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/moltenventurescom.png,generalist,"London, UK",https://www.linkedin.com/company/molten-ventures/,@MoltenVentures,"Series A, Growth",https://www.moltenventures.com/,
Monte Carlo Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/montecarlocapcom.png,Generalist,"Monaco, Monaco",https://www.linkedin.com/in/ian-sosso-562811/?originalSubdomain=hk,@ian_sosso,"Pre-seed, Seed",https://montecarlocap.com/,https://montecarlocap.com/contact/
Moonfire Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/moonfirecom.png,"AI, ARVR, Blockchain, Web 3","London, UK",https://www.linkedin.com/company/moonfire/,,"Pre-seed, Seed",https://www.moonfire.com/,
Mosaic Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/mosaicventurescom.png,Generalist,"London, UK",https://www.linkedin.com/company/mosaic-ventures/,@Mosaic_VC,"Seed, Growth",https://www.mosaicventures.com/,https://mosaic-ventures.typeform.com/to/NHe1YxEO
Moxxie Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/moxxievc.png,,"San Francisco, US",https://www.linkedin.com/company/moxxie-ventures,@,,https://www.moxxie.vc/,
Mubadala Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/mubadalacom.png,Generalist,"Abu Dhabi, UAE",https://www.linkedin.com/company/55857?trk=tyah&trkInfo=tas%3Amubadala%2Cidx%3A2-1-2,@Mubadala?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,"Seed, Growth",https://www.mubadala.com/,
Mundi Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/mundiventurescom.png,Generalist,"Madrid, Spain",https://es.linkedin.com/company/mundi-ventures,@mundiventures,"Pre-seed, Seed, Growth",https://www.mundiventures.com/,
Mustard Seed Maze,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/mustardseedvc.png,Impact,"London, UK",https://www.linkedin.com/groups/8494689,@MSeedImpact,"Pre-Seed, Seed",https://mustardseed.vc/,info@mustardseedimpact.com
Mvm Life Science Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/mvmcom.png,Health Care,"London, UK",,,"Seed, Growth",https://mvm.com/,hh@mvm.com
Nauta Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/nautacapitalcom.png,Software,"London, UK",https://www.linkedin.com/company/nautacapital,@nautacapital,"Seed, Growth",https://nautacapital.com/,https://nautacapital.com/contact/
Navigate VC,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/navigatevccom.png,"B2B, Tech","London, California",https://www.linkedin.com/company/navigate-ventures-llc/,@NavigateVentur1,"Seed, Growth",https://www.navigatevc.com/,info@navigatevc.com
Newable Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/newablecoukmoneyventures.png,Generalist,"London, UK",https://www.linkedin.com/company/15222947?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A15222947%2Cidx%3A2-3-4%2CtarId%3A1477919143019%2Ctas%3Anewab,@Newable,"Seed, Growth",https://newable.co.uk/money/ventures/,BuildingConfidence@newable.co.uk
NGC Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/ngcfund.png,Blockchain,"Singapore, Singapore",https://www.linkedin.com/company/ngcventures/about/,,"Seed, Growth",https://ngc.fund/,invest@ngc.fund
NLC Technology Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/ncltvcouk.png,Health Care,"London, UK",,,"Seed, Growth",https://ncltv.co.uk/,https://ncltv.co.uk/contact/
Nomad Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/nomadcpcom.png,Generalist,"NYC, US",https://www.linkedin.com/company/nomad-capital-partners/about/,,"Seed, Growth",https://www.nomadcp.com/,hello@nomadcp.com
Norrsken VC,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/crunchbasecomorganizationnorrsken-vc.png,Generalist,"Stockholm, Sweden",https://www.linkedin.com/company/norrskenvc/,@norrskenVC,"Pre-seed, Seed",https://www.norrsken.vc/,
Northern Gritstone,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/northern-gritstonecomnorthern-gritstone-secures-first-close-of-215m-ahead-of-making-its-first-investments.png,,"Manchester, UK",https://www.linkedin.com/company/69703604,,,https://northern-gritstone.com/northern-gritstone-secures-first-close-of-215m-ahead-of-making-its-first-investments/,
Northstar Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/northstarventurescouk.png,Impact,"Newcastle, UK",https://www.linkedin.com/company/northstar-ventures-uk/,@northstarvent,Seed,https://www.northstarventures.co.uk/,hello@northstarventures.co.uk
Northzone,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/northzonecom.png,Generalist,"London, UK",https://www.linkedin.com/company/northzone/,@northzoneVC,"Seed, Series A, Growth",https://northzone.com/,
Notion Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/notionvc.png,"Software, B2B, Enterprise","London, UK",https://www.linkedin.com/in/michellevcheng/,@NotionCapital,"Seed, Series A, Growth",https://notion.vc/,
Novator Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/novatorcouk.png,Tech,"London, UK",,,"Seed, Growth",https://novator.co.uk/,info@novator.co.uk
Novum Capital Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/novumcapitalcomen.png,Generalist,"Frankfurt, Germany",https://www.linkedin.com/company/novumcapital/,,Growth,https://www.novumcapital.com/en/,bduvnjak@novumcapital.com
Octopus Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/octopusventurescom.png,"Generalist, B2C","London, UK",https://www.linkedin.com/company/octopus-ventures/,@OctopusVentures,"Pre-seed, Seed, Growth",https://octopusventures.com/,https://octopusventures.typeform.com/to/Ewog5m
Old College Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/edinburgh-innovationsedacukold-college-capital.png,Generalist,"Edingburgh, UK",https://www.linkedin.com/company/edinburgh-innovations,@EdinInnovations,Seed,https://edinburgh-innovations.ed.ac.uk/old-college-capital/,edinburgh.innovations@ed.ac.uk
Omega Funds,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/omegafundscom.png,"Healthtech, Biotech, Life Sciences","Boston, US",https://www.linkedin.com/company/omegafunds,,"Seed, Growth",https://omegafunds.com/,info@omegafunds.net
One Peak Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/onepeakpartnerscom.png,Tech,"London, UK",https://www.linkedin.com/company/one-peak/,@OnePeakPartners,Growth,http://www.onepeakpartners.com/,info@onepeakpartners.com
Open Ocean,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/openoceanvc.png,"Software, B2B","London, UK",https://www.linkedin.com/company/openoceanvc/,@openoceanvc,"Seed, Growth",https://openocean.vc/,london@openocean.vc
OpenOcean,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/openoceanvc.png,,"Helsinki, Finland",https://www.linkedin.com/company/openoceanvc/,@openoceanvc,,https://www.openocean.vc/,
Orbit Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/orbitcapitalcom.png,Software,"Prague, Czech Republic",https://www.linkedin.com/company/orbit-capital/,,Growth,https://orbitcapital.com/,
Oskare Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/oskarecapitalcom.png,"Life Science, Deeptech","London, UK",https://www.linkedin.com/company/oskare-capital/,@CapitalOskare,"Seed, Growth",https://oskarecapital.com/,contact@oskarecapital.com
Outrun Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/outrunventurescom.png,"FinTech, RegTech, InsurTech, LegalTech, PropTech","London, UK",,,"Seed, Growth",https://www.outrunventures.com/,
Outward VC,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/outwardvccom.png,FinTech,"London, UK",,https://twitter.com/OutwardVC,"Seed, Growth",https://www.outwardvc.com/,
Oxford Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/oxcpcom.png,"FinTech, InsurTech, Retail","London, UK",,https://twitter.com/Oxford_Capital,"Seed, Growth",https://oxcp.com,https://oxcp.com/contact-us/
Oxford Science Enterprises,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/oxfordscienceenterprisescomaboutwhat-we-do.png,"Deeptech, Lifescience, Healthtech","Oxford, UK",https://www.linkedin.com/company/oxford-science-enterprises/,@oxfordscient,"Pre-seed, Seed, Growth",https://www.oxfordscienceenterprises.com/about/what-we-do,https://www.oxfordscienceenterprises.com/portfolio
Oxford Science Enterprises (OSE),https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/oxfordscienceenterprisescom.png,"Deeptech, Lifescience, Healthtech","Oxford, UK",https://www.linkedin.com/company/oxford-science-enterprises/,@oxfordscient,"Pre-seed, Seed, Growth",https://www.oxfordscienceenterprises.com/,ideas@oxfordsciences.com
Oxford Science Innovation,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/oxfordscienceenterprisescom.png,"Science, Health Care, DeepTech","Oxford, UK",https://www.linkedin.com/company/oxford-science-enterprises/,@oxfordscient,"Seed, Growth",https://www.oxfordscienceenterprises.com/,hello@oxfordsciences.com
Oxford Technology Management,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/oxfordtechnologycom.png,"Health Care, Generalist","Oxford, UK",https://www.linkedin.com/company/oxford-technology-management/,@oxfordtechvc,Seed,https://www.oxfordtechnology.com/,lucius@oxfordtechnology.com
Oxx,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/oxxvc.png,"B2B, SaaS","London, UK",https://www.linkedin.com/company/oxx-vc,@oxxvc?lang=en,"Seed, Growth",https://www.oxx.vc/,info@oxx.vc
Paladin Capital Group,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/paladincapgroupcom.png,Generalist,"Washington, US",https://www.linkedin.com/company/paladin-capital-group/,@paladincap,"Seed, Growth",https://www.paladincapgroup.com/,https://www.paladincapgroup.com/contact/
Panoramic Growth Equity,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/pgequitycom.png,Generalist,"London, UK",https://www.linkedin.com/company/panoramic-growth-equity?goback=.bcc_57700668,@@PGequity/statuses/1567102953974108165,Growth,https://www.pgequity.com,team@pgequity.com
Par Equity,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/parequitycom.png,Generalist,"Edinburgh, UK",,,"Seed, Growth",https://www.parequity.com/,info@parequity.com
Parkwalk Advisors,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/parkwalkadvisorscom.png,"Health Care, Science","London, UK",https://www.linkedin.com/company/park-walk-advisors/,@ParkwalkAdvisor,"Seed, Growth",https://parkwalkadvisors.com/,enquiries@parkwalkadvisors.com
Partech,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/partechpartnerscom.png,Generalist,"Paris, France",https://www.linkedin.com/company/partech,@PartechPartners,"Pre-seed, Seed, Growth",https://partechpartners.com/,
Passion Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/passioncapitalcom.png,"Software, FinTech, E-Commerce","London, UK",https://www.linkedin.com/in/eileenburbidge,@eileentso,"Seed, Growth",https://www.passioncapital.com/,info@passioncapital.com
PeakSpan Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/peakspancapitalcom.png,Software,"San Mateo, US",https://www.linkedin.com/company/peakspan-capital/,,Growth,https://www.peakspancapital.com/,info@peakspancapital.com
Peer VC,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/pearvc.png,Generalist,"Menlo Park, US",https://www.linkedin.com/company/pear-vc/,@pearvc,"Pre-seed, Seed",https://pear.vc/,https://pear.vc/contact-us/
Pembroke VCT,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/pembrokevctcom.png,"Consumer, Media, EdTech, B2C","London, UK",https://www.linkedin.com/company/pembroke-vct/?viewAsMember=true,@Pembroke_VCT,"Seed, Growth",https://www.pembrokevct.com/,info@pembrokevct.com
Penta Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/pentacapitalcom.png,Generalist,"London, UK",,,Growth,http://www.pentacapital.com,info@pentacapital.com
Pentech,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/pentechvc.png,Generalist,"London, UK",,,"Seed, Growth",http://pentech.vc/,info@pentechvc.com
Pfizer Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/pfizercomaboutpartnersventure-investments.png,"Healthtech, Biotech, Inflammation & Immunology, Internal Medicine, Oncology, Rare Disease, Vaccines","NYC, New York",https://www.linkedin.com/company/pfizer,@Pfizer,"Pre-seed, Seed, Growth",https://www.pfizer.com/about/partners/venture-investments,https://www.pfizer.com/about/partners/submit-your-opportunities
Pi Labs,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/pilabscouk.png,PropTech,"London, UK",https://www.linkedin.com/company/pi-labs-ltd-/,@pi_labs,"Pre-Seed, Seed",https://www.pilabs.co.uk/,info@pilabs.co.uk
Picus Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/picuscapcom.png,Generalist,"Munich, Germany",https://www.linkedin.com/company/picus-capital/,@picuscap,"Pre-seed, Seed",https://www.picuscap.com/,info@picuscap.com
Pioneer Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/amundicomusinvestorsLocal-ContentProduct-PagesPioneer-FundPioneer-Fund.png,Generalist,"San Francisco, US",https://www.linkedin.com/company/pioneerfund/,https://twitter.com/pioneer_fund,"Pre-seed, Seed",https://www.pioneerfund.vc/,
Pitchdrive VC,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/pitchdrivecom.png,Generalist,"Antwerp, Netherlands",https://www.linkedin.com/company/goworkaround,@Pitchdrive_vc,"Pre-seed, Seed",https://www.pitchdrive.com/,
Piton Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/pitoncapcom.png,"Platform, Marketplace, Social Network, Software, E-Commerce","London, UK",https://www.linkedin.com/company/3084460/,,"Seed, Series A, Growth",https://www.pitoncap.com/,https://pitoncapinfo.zendesk.com/hc/en-gb/requests/new
Plassa Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/plassacapital.png,"Blockchain, Crypto, Web 3","Los Angeles, US",https://www.linkedin.com/company/plassa-capital/,,"Pre-seed, Seed",https://plassa.capital/,hello@plassa.capital
Playfair Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/playfaircapitalcom.png,"B2B, DeepTech","London, UK",https://www.linkedin.com/company/playfair-capital/,https://twitter.com/playfaircapital,"Pre-Seed, Seed",https://playfaircapital.com/,https://playfaircapital.com/#intro-section
Plural,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/pluralvc.png,"Fintech, Regtech","Washington, US",https://www.linkedin.com/company/plural-vc/,,"Seed, Growth",https://www.plural.vc/,
Point72 Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/p72vc.png,Generalist,"NYC, New York",https://www.linkedin.com/company/point72-ventures/,@p72vc,"Pre-seed, Seed, Growth",https://p72.vc/,ideas@p72.vc
Polymorphic Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/polymorphiccapital.png,"Fintech, Blockchain","London, UK",https://www.linkedin.com/company/polymorphic-capital/,@polymorphiccap,"Seed, Growth",https://polymorphic.capital/,
Portal Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/portalvc.png,"Blockchain, Crypto, Web 3","NYC, US",https://www.linkedin.com/company/portalvc/,https://twitter.com/PortalVentures,"Pre-seed, Seed, Growth",https://portal.vc/,hello@portal.vc
Portfolio Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/portfolioventures.png,"Fintech, Insurtech, B2B","London, UK",https://www.linkedin.com/company/portfolio-ventures/,,"Pre-seed, Seed",https://portfolio.ventures/,
Praetura Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/praeturaventurescom.png,Generalist,"Manchester, UK",,https://twitter.com/praetura_ven,"Seed, Growth",https://www.praeturaventures.com/,ventures@praetura.co.uk
Presidio Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/presidio-venturescom.png,Fintech,"London, UK",https://www.linkedin.com/company/1229119/,,"Seed, Growth",https://presidio-ventures.com/,https://presidio-ventures.com/contact/
Presight Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/presightvc.png,Generalist,"San Francisco, US",https://www.linkedin.com/company/presight-capital/,,"Pre-seed, Seed, Growth",https://presight.vc/,info@presight.vc
Pretiosum Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/pretiosumvc.png,"B2B, AI, FinTech, Software","London, UK",https://www.linkedin.com/company/pretiosum-ventures/about/?viewAsMember=true,@Pretiosumvc,"Seed, Growth",https://pretiosum.vc/,hello@pretiosum.vc
Primary Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/primaryeuropecom.png,Generalist,"London, UK",https://www.linkedin.com/company/primary-capital_2,,"Seed, Growth",https://www.primaryeurope.com,primary@primaryeurope.com
Primo Space Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/primovcprimospace.png,"Digital, Space","Milan, Italy",https://www.linkedin.com/company/primomiglio-sgr/,@PrimoVc,"Pre-seed, Seed",https://www.primo.vc/primospace,info@primo.vc
Profounders Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/profounderscapitalcom.png,Tech,"London, UK",https://www.linkedin.com/company/profounders-capital/,@profounders?lang=en,"Seed, Growth",https://profounderscapital.com/,
Project A Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/project-acom.png,Generalist,"Berlin, Germany",https://www.linkedin.com/company/project-a-ventures,@ProjectAcom,"Seed, Growth",https://www.project-a.com/,info@project-a.com
Qiming Venture Partners USA,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/qimingvcusacom.png,Healthcare,"Seattle, US",https://www.linkedin.com/company/qiming-venture-partners-usa/,@qimingus,"Pre-seed, Seed, Growth",https://www.qimingvcusa.com/,
Montage Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/montageventurescom.png,"Fintech, Commerce, Healthcare","Menlo Park, US",https://www.linkedin.com/company/montage-ventures/,@montageventures,"Pre-seed, Seed",https://montageventures.com/,
Quantum Energy Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/quantumcapcom.png,Energy,"Houston, US",https://www.linkedin.com/company/quantum-energy-partners/,,"Seed, Growth",https://www.quantumcap.com/,intro@quantumcap.com
QUBIS Innovation Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/qubiscoukqubis-innovation-fund.png,Generalist,"Belfast, UK",https://www.linkedin.com/in/qubis-ltd-9a846067/,@qubisltd,"Pre-seed, Seed",https://www.qubis.co.uk/qubis-innovation-fund,info@qubis.co.uk
